
time 01h 09m 01s, episodes 4269, frames 8.7M, mean epr -16.20, run loss 39.61
time 01h 10m 01s, episodes 4315, frames 8.8M, mean epr -16.28, run loss 39.45
time 01h 11m 01s, episodes 4352, frames 9.0M, mean epr -16.08, run loss 32.99
time 01h 12m 01s, episodes 4389, frames 9.1M, mean epr -15.73, run loss 25.44
time 01h 13m 01s, episodes 4467, frames 9.2M, mean epr -17.68, run loss 41.93
time 01h 14m 01s, episodes 4510, frames 9.4M, mean epr -17.09, run loss 37.63
time 01h 15m 01s, episodes 4546, frames 9.5M, mean epr -16.72, run loss 37.68
time 01h 16m 01s, episodes 4585, frames 9.6M, mean epr -16.55, run loss 26.45
time 01h 17m 01s, episodes 4639, frames 9.7M, mean epr -17.12, run loss 40.89
time 01h 18m 01s, episodes 4679, frames 9.9M, mean epr -16.62, run loss 39.62
time 01h 19m 01s, episodes 4717, frames 10.0M, mean epr -16.18, run loss 31.00

	10M frames: saved model

time 01h 20m 01s, episodes 4757, frames 10.1M, mean epr -16.18, run loss 26.50
time 01h 21m 01s, episodes 4799, frames 10.2M, mean epr -16.13, run loss 23.24
